merchant_id,amount,payment_method,user_id_hash,ip_hash,email_domain,is_new_user,device_type,billing_shipping_match,hour_of_day,day_of_week,items_count,is_fraud
merchant_17,93.92,paypal,13247503b1eee2bb,b3e021491218b4fd,hotmail.com,False,tablet,True,14,5,10,0
merchant_11,20.75,bank_transfer,cc4c58883d28aa20,eb76b9562ea3d184,yahoo.com,False,mobile,True,14,3,2,0
merchant_1,93.89,crypto,0a23ba4e7d5d6160,e909729122d90b48,proton.me,False,desktop,True,14,4,6,0
merchant_9,548.43,debit_card,2f2edf57765c2360,62dcb181c077beff,tempmail.org,False,mobile,True,8,2,1,0
merchant_8,51.74,debit_card,929bb10ad95c1041,8bba16325f7f4788,proton.me,False,desktop,True,7,5,8,0
merchant_19,570.76,credit_card,f21832638f8ab295,5077abc49d9c4f55,hotmail.com,False,desktop,True,9,1,8,0
merchant_9,1.07,paypal,9ba25b960a5961fe,a624bd69bd88272c,hotmail.com,False,mobile,True,23,4,5,0
merchant_6,187.33,debit_card,85f14bf2e861e418,2196a7253ff017f8,yahoo.com,False,mobile,True,3,5,4,0
merchant_4,62.21,paypal,642eeaca4c3f9677,f889d8d104049fb3,yahoo.com,False,tablet,True,18,6,5,0
merchant_2,34.87,debit_card,c311be0a4c2173af,71d16d77ffa1f00c,tempmail.org,False,mobile,True,0,5,5,0
merchant_16,62.65,debit_card,dd4c6a802086accd,8cce7e0042373b97,proton.me,False,tablet,True,15,0,8,0
merchant_3,2.77,credit_card,f1f5f903fb363c90,d8c244f077dcfdd6,tempmail.org,False,mobile,True,15,0,1,0
merchant_20,39.27,bank_transfer,a4a76d600a099ecc,7e84b04fc8c1b235,tempmail.org,False,mobile,True,2,1,10,0
merchant_14,93.29,bank_transfer,50ef0084a3fc9fb2,6bfa4692a25c6b3e,hotmail.com,False,mobile,True,14,3,10,0
merchant_3,501.12,bank_transfer,4db4ceae44988f3d,e7cea88f9f7f2a96,yahoo.com,False,tablet,True,3,6,4,0
merchant_10,25.09,credit_card,b6a47f2d2e6e1632,161e4caf30168679,gmail.com,False,desktop,True,0,3,4,0
merchant_19,16.24,paypal,59cc830c132bdd0e,48570d3f424df62b,yahoo.com,False,tablet,True,14,0,7,0
merchant_6,25.72,debit_card,6d0ac1b2318eeb50,855b55e5d98910e9,hotmail.com,True,tablet,True,4,2,10,0
merchant_13,215.53,bank_transfer,daa39f227aaaaad9,dc1470a08d74b7c6,hotmail.com,False,mobile,True,14,0,9,0
merchant_20,89.4,crypto,b1ff0c90f81aef81,e29fb2c9b80631ae,hotmail.com,False,desktop,True,19,0,1,0
merchant_2,24.66,bank_transfer,e69fd60b813d7131,e7e378e25ede5e03,yahoo.com,False,tablet,True,0,6,8,0
merchant_3,117.91,crypto,856e37e5dada4d4e,62f1edffd561bc56,proton.me,False,mobile,True,5,4,6,0
merchant_16,63.16,paypal,09756d6c63667db7,d5f3689c7844bb96,hotmail.com,False,tablet,True,3,6,7,0
merchant_13,233.45,bank_transfer,4d19846943ca74cd,30ab0c090b999d25,tempmail.org,False,desktop,True,14,0,1,0
merchant_16,19.05,bank_transfer,6e7e59c97adc7b1b,9efc0dc69e27f9a3,proton.me,False,mobile,True,13,0,1,0
merchant_1,33.4,bank_transfer,c597f312eac126fa,8369e4a801f83548,tempmail.org,False,desktop,True,9,3,4,0
merchant_4,30.32,paypal,5d3496ace55b9754,90cc6a4ef1d40c77,proton.me,False,tablet,True,0,4,2,0
merchant_16,6.08,debit_card,a5960072a8514570,6b1a8232053309cb,proton.me,False,mobile,True,22,2,4,0
merchant_3,85.13,debit_card,530204b9d442a8ea,b46cbc8bfaa76ecd,hotmail.com,False,mobile,True,6,4,7,0
merchant_19,80.77,bank_transfer,4ab1594ed4134d69,50c36c49ed94ecd7,proton.me,False,mobile,True,0,2,3,0
merchant_11,55.02,crypto,005501a20574a679,bfac0c2915bb79f1,yahoo.com,False,mobile,True,10,4,4,0
merchant_13,38.4,debit_card,219e4cd46e055d0b,747a8c313d69e841,proton.me,False,mobile,True,1,2,3,0
merchant_15,6.53,credit_card,e42cc039136c2f04,fa041203b45fd3cb,gmail.com,True,desktop,True,16,4,9,0
merchant_3,29.05,credit_card,ca83cf67b83aeded,7f0f5d533c4db29e,proton.me,False,tablet,True,4,3,5,0
merchant_18,32.65,crypto,64b38091caede184,8d46cc5e02887f17,proton.me,False,tablet,True,2,6,6,0
merchant_10,16.39,crypto,665b00b1ac3d0e83,7809408265219cd7,yahoo.com,False,tablet,True,1,4,2,0
merchant_10,42.87,credit_card,47bc2706b364318b,2f396c83195bcc59,gmail.com,False,tablet,True,22,6,1,0
merchant_14,100.09,credit_card,bb6ca21b30827dc0,de579ab834e93e5e,tempmail.org,False,mobile,True,11,2,3,0
merchant_19,924.52,credit_card,98f8143e05b71f35,9c4ba34ce8ef0891,yahoo.com,False,tablet,True,12,4,4,0
merchant_10,70.94,paypal,fc5ba2a16d7f9165,9786eb71750af1ba,tempmail.org,False,mobile,False,8,5,3,0
merchant_15,80.34,paypal,9af8ca9a21ae113e,3e87c4961ef4a9b7,hotmail.com,False,tablet,True,9,5,4,0
merchant_10,48.83,crypto,9f86c04585bc96ac,3454eed437562039,gmail.com,False,desktop,True,7,3,7,0
merchant_10,3.07,bank_transfer,7fbb8cf7928d79e7,ca7658d119d79d63,yahoo.com,False,tablet,True,23,0,10,0
merchant_5,52.47,debit_card,68d5b7f4e383b412,788eed6f0366555a,gmail.com,False,tablet,True,6,4,1,0
merchant_10,59.76,crypto,e59695b7732bf3e0,d0067f02ce12eff8,hotmail.com,True,desktop,True,18,2,7,0
merchant_6,2197.03,debit_card,049cfcb610c3ece4,32b91e2cb2b9535e,hotmail.com,False,tablet,True,11,4,8,0
merchant_5,40.91,paypal,affd909266fa2792,8fd0a73892a7a1ea,yahoo.com,False,tablet,True,10,6,7,0
merchant_4,85.83,bank_transfer,fb1b2b22eefee701,e8a610fcabe12574,proton.me,False,mobile,True,2,6,6,0
merchant_8,51.83,paypal,6dade19560c695f0,e4e2b2b2dbfbdbe5,proton.me,False,tablet,True,12,6,1,0
merchant_15,9.46,bank_transfer,3a5cfab0d86c19a5,8da2f298fb7109df,hotmail.com,False,mobile,True,19,1,7,0
merchant_18,303.15,credit_card,cf5b4ae4332ee993,670d53bdf762c681,yahoo.com,False,desktop,True,9,3,7,0
merchant_4,168.66,bank_transfer,1400ac3a3f9abd43,600cf3df60dd4cce,proton.me,False,mobile,True,18,5,10,0
merchant_8,178.85,paypal,e13900510435c1e1,4bd81ce247c8998d,hotmail.com,False,desktop,True,22,2,2,0
merchant_4,13.96,paypal,bb8f919322a5cf4e,ae938b570b4d18ff,proton.me,False,tablet,True,20,2,2,0
merchant_19,447.73,bank_transfer,f9929507135029bd,d746593c8dfcc61d,yahoo.com,False,desktop,True,1,6,2,0
merchant_5,6.67,bank_transfer,80fba0ae1c48e397,0e82c2d73756a550,tempmail.org,False,desktop,True,18,1,1,0
merchant_1,131.67,debit_card,1ed60cee5f9cd22b,8c324a047882dace,yahoo.com,True,desktop,True,17,2,1,0
merchant_14,1459.26,debit_card,a50245b6d7266145,11d3dc51bf4800b5,tempmail.org,True,tablet,True,10,0,2,0
merchant_8,12.36,crypto,68bd653a2ebbdb42,a50f8183bd5b9a4f,tempmail.org,False,mobile,True,11,4,1,0
merchant_16,23.35,bank_transfer,f69ba3d500fb077c,a4e506eea8193958,proton.me,True,mobile,True,14,5,7,0
merchant_5,63.4,crypto,5797ed5326b565f6,dbcad118984ad79b,gmail.com,False,tablet,True,14,0,3,0
merchant_10,25.66,bank_transfer,cc1d146146db60b8,a5dc276f5b544625,proton.me,False,tablet,True,22,2,9,0
merchant_18,5.33,credit_card,95a974eb7f20ac22,86fc730d22d1d7f2,yahoo.com,False,tablet,True,3,6,7,0
merchant_4,60.51,debit_card,c2e23cdf67934b32,bca12ef18f13c065,hotmail.com,False,mobile,True,10,6,7,0
merchant_3,11.1,paypal,e969713b0470fee2,1de32a72a6d656df,gmail.com,True,mobile,True,4,5,7,0
merchant_11,111.1,paypal,5a10e68d3ad0dc0c,7c0707b7bb411956,gmail.com,False,desktop,True,17,0,7,0
merchant_19,13.75,crypto,68280ed38fbc317a,c3c138d041637277,tempmail.org,False,tablet,True,1,2,4,0
merchant_9,558.3,crypto,8abc4d2111c75920,90c1d2bff28e7698,tempmail.org,False,desktop,True,3,2,4,0
merchant_9,16.86,bank_transfer,18f7b59e09a76e2d,78d53efdd0c5f3d8,gmail.com,True,tablet,True,19,5,3,0
merchant_13,33.68,paypal,f7c198035055952b,1dd954a96a22a978,gmail.com,True,mobile,True,11,0,3,0
merchant_11,184.99,credit_card,db60d0e02cc1f9c6,70b19a1c9892dda5,yahoo.com,False,desktop,True,23,4,6,0
merchant_20,8.62,paypal,6990966796ecd381,4def7d150811a28e,gmail.com,False,tablet,True,19,0,2,0
merchant_17,76.8,crypto,89d5ba24a0597f5f,c853feeb20d9afa6,gmail.com,False,mobile,True,19,3,6,0
merchant_2,387.89,paypal,a41d7556091e0dc3,afdca94c21907598,yahoo.com,False,tablet,True,21,4,7,0
merchant_9,4.9,credit_card,8c055b7f6ddedb4b,55e881608bc489bd,hotmail.com,False,desktop,True,6,2,6,0
merchant_8,72.02,crypto,de169237d2c24576,ff0623b4c6a136df,tempmail.org,False,tablet,True,13,1,9,0
merchant_15,80.63,paypal,67abc0ffb0abd17b,4c63ef47b25d9a6d,gmail.com,False,desktop,True,12,6,6,0
merchant_1,176.4,bank_transfer,f06bca2283e4a394,f6b04ba8a4815a35,hotmail.com,True,mobile,True,22,5,3,0
merchant_8,8.54,bank_transfer,0a2eae2ffcbefa5b,a3e27d04f033d6dc,proton.me,False,mobile,True,22,2,10,0
merchant_6,7.53,credit_card,1503065bc1765b96,8066d8080246bd06,gmail.com,False,mobile,True,9,5,9,0
merchant_5,119.45,bank_transfer,f875062c2652c6e3,0e1eb75743c75e80,yahoo.com,False,tablet,True,6,6,2,0
merchant_6,85.24,debit_card,ea54fb8051c15030,03b3683333603bd5,proton.me,False,desktop,True,19,1,8,0
merchant_11,79.5,bank_transfer,13dce742d5506c57,b8ded645fe0cf9eb,hotmail.com,False,mobile,True,21,4,3,0
merchant_12,91.81,crypto,1b68e2d74acfcd62,5953baf5612cec00,tempmail.org,False,mobile,True,20,2,2,0
merchant_3,19.69,crypto,e8ae28674e73af2b,9cd4595126a53d7e,tempmail.org,True,desktop,True,1,2,10,0
merchant_19,77.35,crypto,82d4942309feca40,777ca81245b1d675,yahoo.com,True,tablet,True,17,6,6,0
merchant_11,84.74,bank_transfer,706079f9006a31d3,d3b381bd1115cd12,gmail.com,False,desktop,True,1,3,9,0
merchant_20,18.7,credit_card,4c0a3c2f9a69e55a,ffd643d9ac1a9d1d,yahoo.com,False,desktop,True,22,3,6,0
merchant_11,896.65,paypal,f6f938ed8c2d85c7,5892dbe8fe613e3e,gmail.com,False,mobile,True,13,6,6,0
merchant_20,111.14,crypto,6c6a04a7af4a3650,663f5b75c720991a,yahoo.com,False,mobile,True,8,5,6,0
merchant_20,9.14,debit_card,ebe2696e646df551,3250ec9ce7fbe633,gmail.com,False,mobile,True,9,5,5,0
merchant_17,146.18,paypal,21fada298a52bec1,159276a2ef1f443d,gmail.com,False,desktop,True,21,5,7,0
merchant_16,12.65,credit_card,33dc662c626990ae,6d5a143f6891ebb4,yahoo.com,False,mobile,True,9,1,4,0
merchant_18,177.79,debit_card,bef7d119df8167a3,4572dc353ab3d189,tempmail.org,False,desktop,True,9,6,1,0
merchant_20,310.41,bank_transfer,2272e82e498bd6d8,473998277cc38e2f,yahoo.com,False,desktop,True,19,3,8,0
merchant_18,55.86,paypal,edd3944b8b44f58e,9ceba8261df02762,yahoo.com,True,desktop,True,14,6,5,1
merchant_15,231.61,crypto,75349e594c6333c1,d85645c93c174ee0,hotmail.com,False,desktop,True,11,5,7,0
merchant_2,101.41,crypto,4dc41f45cf0f08c9,ba78c7fcf1e4d081,proton.me,False,desktop,True,6,6,6,0
merchant_6,187.37,credit_card,416d9886b0b3a5c7,859f8801ef1ec2db,hotmail.com,True,tablet,True,16,6,8,0
merchant_1,939.35,debit_card,8dd79192352873b4,daab9319031a2197,proton.me,False,mobile,True,2,1,1,0
merchant_4,37.79,paypal,4bcde99451840ed8,0df77bada7f68445,hotmail.com,True,desktop,True,12,0,3,0
merchant_15,17.63,paypal,c1a98126f9e15348,01b9f3ced08183c0,tempmail.org,False,mobile,True,22,6,1,0
merchant_20,14.38,credit_card,0fe12235bec88675,6ca3a75396298652,tempmail.org,False,mobile,True,6,6,7,0
merchant_20,16.06,paypal,ebd44625d4de0bf6,b1cce9d4168d4780,proton.me,False,desktop,False,9,0,2,0
merchant_5,48.64,crypto,fe42ecc46a2b8295,1e23ba1ffad543a4,hotmail.com,False,tablet,True,17,0,7,0
merchant_17,452.18,crypto,28a31907f625823b,afafb80530fc52a7,tempmail.org,True,mobile,False,5,0,9,1
merchant_13,82.68,bank_transfer,f2e6d628e0e94559,37790b0125c15e35,hotmail.com,True,tablet,True,0,3,5,0
merchant_19,188.82,paypal,77b75f5c7070da34,afcb12cee9c96da8,hotmail.com,False,desktop,True,11,1,3,0
merchant_6,250.49,crypto,6a482ca44fedb672,76b88d68b2dfa667,yahoo.com,True,tablet,False,5,5,2,1
merchant_2,483.14,crypto,dcbe652d70ed9205,9be4afe6b31fadd3,hotmail.com,False,desktop,False,9,1,5,0
merchant_12,36.71,bank_transfer,a96706e6cb91964a,f594a5a4bea0be63,gmail.com,False,mobile,True,8,0,6,0
merchant_11,3230.05,paypal,39da8146bf47b7a8,10711df366180e15,yahoo.com,False,mobile,True,12,5,8,0
merchant_14,139.56,paypal,d6f8b23414b610cb,2c7062133c986f0b,tempmail.org,False,tablet,True,8,6,3,0
merchant_20,15.09,paypal,54cde3620c9ea3f0,4fa366b0c2238e46,proton.me,False,desktop,True,2,2,3,0
merchant_14,10.95,paypal,74c60ba1278b897a,7a01d0fc9b99280d,hotmail.com,False,mobile,True,1,5,1,0
merchant_1,112.59,crypto,cb80bdecfd29d09e,d2680e432994e237,yahoo.com,False,mobile,True,16,6,10,0
merchant_12,39.05,crypto,37b11558d08818fc,3787765e44b9c377,proton.me,False,desktop,True,4,0,10,0
merchant_11,884.66,debit_card,d97fad747482eb24,0efef79bc0481738,hotmail.com,True,mobile,False,2,4,4,1
merchant_4,111.04,credit_card,723a839e0529520a,5887154e1577d396,hotmail.com,False,tablet,True,5,3,5,0
merchant_4,48.95,debit_card,957dcd17501b1242,becd02dad59ea5f5,yahoo.com,False,tablet,True,9,5,2,0
merchant_3,15.33,crypto,e6796bf017fc09ed,5f64a31493fc98a5,tempmail.org,False,desktop,True,21,6,9,0
merchant_12,5.63,paypal,68aced9f6f66ad5f,35ca50ececb7ae87,tempmail.org,False,desktop,True,22,5,4,0
merchant_19,27.94,debit_card,923a5932726bd74b,cffc83bda776093c,hotmail.com,False,desktop,True,7,6,8,0
merchant_16,197.27,bank_transfer,a2c22defdc6202d0,e7758d91eced155d,tempmail.org,False,desktop,True,19,0,7,0
merchant_17,75.27,bank_transfer,c65899567234cdb4,9799f02934f5f4ca,hotmail.com,False,desktop,True,4,2,3,0
merchant_17,8.43,bank_transfer,8f252b1ca09f08d1,3e8e687c899d0a2a,gmail.com,True,tablet,True,18,1,2,0
merchant_17,70.79,paypal,ff440293fdaa837f,31aa9cd123e0ad53,hotmail.com,False,desktop,True,5,2,2,0
merchant_17,97.32,bank_transfer,f457ef937d9642cf,aa86c430ee6870fd,yahoo.com,False,mobile,True,4,5,10,0
merchant_19,14.5,debit_card,bc0e520e1adc2dea,bec41ed251731133,gmail.com,False,desktop,True,21,4,1,0
merchant_1,68.76,bank_transfer,c6d70c98249f8534,d8371292c3b3717d,proton.me,False,mobile,True,20,1,9,0
merchant_15,59.58,paypal,997a9f635d36bca0,a6650427bca1749e,gmail.com,False,mobile,True,7,6,1,0
merchant_11,9.83,crypto,faf896d78b5247b9,f4e3b5d727c966c2,hotmail.com,True,mobile,True,14,1,7,0
merchant_9,93.38,paypal,94e8d038cb00c34a,f7c698e0cfd9d8cc,proton.me,False,tablet,True,17,0,4,0
merchant_6,126.62,credit_card,5816abbab08d4276,26a31b3d1d0bc448,hotmail.com,False,mobile,True,12,6,10,0
merchant_16,277.15,debit_card,a6dc555e66ccb969,43f28dffd80a603f,gmail.com,False,desktop,True,15,4,2,0
merchant_10,265.26,bank_transfer,a2f9369c30bcc2e5,445efd1ff64d832c,proton.me,True,mobile,True,7,1,10,0
merchant_9,6.91,crypto,0513426c7e8a2016,90d9b6b080b45dfb,hotmail.com,False,mobile,True,17,0,7,0
merchant_3,13.37,crypto,4a6af0030d8b7ff4,1a851a8a4efd3141,proton.me,False,desktop,True,18,4,9,0
merchant_4,118.22,bank_transfer,d278d4760e46cdea,a6ea7f9832adeba6,proton.me,True,mobile,True,19,5,6,0
merchant_13,118.0,paypal,3d5be5b82fb315b0,464baa6e951301a9,tempmail.org,False,tablet,True,11,6,1,0
merchant_11,618.37,debit_card,100185f90decb0c7,2795c83753ff53e5,yahoo.com,False,mobile,False,23,4,7,1
merchant_19,17660.7,paypal,4e940a5f093b87a2,6d570b44517d682f,hotmail.com,False,tablet,True,10,4,8,0
merchant_1,128.55,paypal,d3e0420d0dbf3f32,6f33ee24cabed613,tempmail.org,False,mobile,True,21,0,8,0
merchant_17,299.87,bank_transfer,476f2c5dbfd5f4f5,f85a150bd5d508fd,tempmail.org,False,tablet,True,7,5,7,0
merchant_11,228.38,debit_card,7765855d943aaadc,ecc88fa2a0a45559,proton.me,True,desktop,True,18,5,3,0
merchant_2,145.05,debit_card,f588f63b1a878366,978d4852f5bb6839,yahoo.com,False,mobile,True,16,6,9,0
merchant_15,34.03,paypal,005e7a5a7ec587e2,bd36d898d34160dc,tempmail.org,False,tablet,True,15,4,6,0
merchant_10,170.45,paypal,2a889ead7ddb358d,3a246738ad5d2643,yahoo.com,False,tablet,True,15,1,5,0
merchant_9,17.13,debit_card,c6b59265d26200d8,6b9d71e5bca2265b,hotmail.com,False,tablet,True,22,3,2,0
merchant_5,38.27,bank_transfer,f7c9246f45dede39,740eb5f0d44e4a63,hotmail.com,False,mobile,True,12,6,1,0
merchant_7,26.36,credit_card,3a5b229d46a62015,d6d08cfa83f64ce6,tempmail.org,False,mobile,True,14,5,5,0
merchant_2,61.73,paypal,4504840a90156955,dee554a5ee901155,tempmail.org,False,desktop,True,3,4,4,0
merchant_5,1758.1,credit_card,9316f0b08841124a,5f60487d2fb9a57a,gmail.com,True,desktop,True,13,2,9,0
merchant_10,3.32,debit_card,5aeb12e115cb852d,a0f07011e816994a,hotmail.com,False,mobile,True,20,3,5,0
merchant_2,152.84,credit_card,71b0ebfc59064730,e361834c2598ab80,yahoo.com,False,tablet,True,18,1,7,0
merchant_10,4.86,debit_card,4789b4360a610b3a,a38c49f6f2dc974d,gmail.com,False,desktop,True,12,6,1,0
merchant_17,26.9,bank_transfer,69f5e212ea7e0ac2,8940e1689fc0983d,proton.me,False,desktop,True,10,2,3,0
merchant_15,279.62,crypto,e5e0330948fe96ee,a505e14f36ac7600,hotmail.com,False,mobile,True,6,6,3,0
merchant_13,274.71,paypal,9d67f798d77231b6,3c6c6aef6072a3e3,proton.me,True,tablet,True,21,1,9,1
